"Link of the Product","SKU","CampaignID","CampaignName","Keywords","Keywords Type","Current Bid","Adjust Bid","Ads Rank","Target Row Or Not","Max Bid"
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","puncture repair kit","PHRASE","0.2",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","tyre repair kit","EXACT","0.22",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","puncture repair kit","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","car tyre repair kit","EXACT","0.26",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","tyre plug kit","EXACT","0.21",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","tubeless tyre repair kit","EXACT","0.34",,,"True",
"https://www.ebay.com.au/itm/185018804991","TXRT200W092",,"TX092","rotary tool","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185018804991","TXRT200W092",,"TX092","rotary tool kit","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185018804991","TXRT200W092",,"TX092","electric rotary tool","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185018804991","TXRT200W092",,"TX092","mini rotary tool","EXACT","0.71",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","submersible dirty water pump","EXACT","1",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","240v submersible water pump","EXACT","1.1",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","toolbox","EXACT","1.6",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool set","EXACT","0.4",,,"True",
"https://www.ebay.com.au/itm/185284945958","FB10X10",,"Fire blanket","fire blanket","PHRASE","0.2",,,"True",
"https://www.ebay.com.au/itm/185284945958","FB10X10",,"Fire blanket","fire blanket","EXACT","0.42",,,"True",
"https://www.ebay.com.au/itm/185432982775","FB18X12",,"Fire blanket","fire blanket","PHRASE","0.7",,,"True",
"https://www.ebay.com.au/itm/185431373096","FB18X12",,"Fire blanket","fire blanket","PHRASE","0.2",,,"True",
"https://www.ebay.com.au/itm/185431373096","FB18X18",,"Fire blanket","fire blanket","EXACT","0.92",,,"True",
"https://www.ebay.com.au/itm/185431324106","FB45ABE",,"Fire extinguisher","fire extinguisher","PHRASE","0.2",,,"True",
"https://www.ebay.com.au/itm/185431324106","FB45ABE",,"Fire extinguisher","4.5kg fire extinguisher","PHRASE","0.3",,,"True",
"https://www.ebay.com.au/itm/185431324106","FB45ABE",,"Fire extinguisher","fire extinguisher","EXACT","1.1",,,"True",
"https://www.ebay.com.au/itm/185432975797","FB90ABE",,"Fire extinguisher","fire extinguisher","PHRASE","0.41",,,"True",
"https://www.ebay.com.au/itm/185432975797","FB90ABE",,"Fire extinguisher","9kg fire extinguisher","PHRASE","0.59",,,"True",
"https://www.ebay.com.au/itm/185273082337","TXTK3PC056",,"TX056","utility knife","PHRASE","0.28",,,"True",
"https://www.ebay.com.au/itm/185273082337","TXTK3PC056",,"TX056","folding utility knife","PHRASE","0.48",,,"True",
"https://www.ebay.com.au/itm/185273082337","TXTK3PC056",,"TX056","utility knife","EXACT","0.28",,,"True",
"https://www.ebay.com.au/itm/185273082337","TXTK3PC056",,"TX056","knife blades","EXACT","0.8",,,"True",
"https://www.ebay.com.au/itm/185273082337","TXTK3PC056",,"TX056","utility knife blades","EXACT","0.9",,,"True",
"https://www.ebay.com.au/itm/185273082337","TXTK3PC056",,"TX056","utility","EXACT","0.36",,,"True",
"https://www.ebay.com.au/itm/185374333818","TXCTD125M022",,"TX022","grinding discs","PHRASE","0.59",,,"True",
"https://www.ebay.com.au/itm/185374333818","TXCTD125M022",,"TX022","cutting discs","PHRASE","0.4",,,"True",
"https://www.ebay.com.au/itm/185290548827","TXRNG110P082",,"TX082","rivet nut tool","EXACT","1.2",,,"True",
"https://www.ebay.com.au/itm/185290548827","TXRNG110P082",,"TX082","rivnut kit","EXACT","1.2",,,"True",
"https://www.ebay.com.au/itm/185290548827","TXRNG110P082",,"TX082","nut riveter","EXACT","1.1",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","engraver","EXACT","0.32",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","etching tool","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","engraving tool","EXACT","0.33",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","engraving pen","EXACT","0.55",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","plastic engraver","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","metal engraver","EXACT","0.41",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","engraving","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/186890399319","TXTB16H702",,"TX702","large tool bag","EXACT","0.72",,,"True",
"https://www.ebay.com.au/itm/186784286110","TXTI12V010",,"TX010","car air compressor","EXACT","1",,,"True",
"https://www.ebay.com.au/itm/186784286110","TXTI12V010",,"TX010","cordless tyre inflator","EXACT","2.1",,,"True",
"https://www.ebay.com.au/itm/186784286110","TXTI12V010",,"TX010","tyre inflator","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/186784286110","TXTI12V010",,"TX010","tire inflator","EXACT","1.75",,,"True",
"https://www.ebay.com.au/itm/186704238905","TXMK2PC059",,"TX059","multitool","EXACT","0.56",,,"True",
"https://www.ebay.com.au/itm/186704238905","TXMK2PC059",,"TX059","multi-function tool set","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/186704217410","SLFC460300",,"SL300","chair cushion","EXACT","0.95",,,"True",
"https://www.ebay.com.au/itm/186704217410","SLFC460300",,"SL300","tailbone cushion","EXACT","0.74",,,"True",
"https://www.ebay.com.au/itm/186704217410","SLFC460300",,"SL300","seat cushion memory foam","EXACT","1.35",,,"True",
"https://www.ebay.com.au/itm/186704217410","SLFC460300",,"SL300","car seat cushion back support","EXACT","1.02",,,"True",
"https://www.ebay.com.au/itm/186704217410","SLFC460300",,"SL300","memory foam car seat cushion","EXACT","0.72",,,"True",
"https://www.ebay.com.au/itm/186704217410","SLFC460300",,"SL300","seat cushion","EXACT","0.5",,,"True",
"https://www.ebay.com.au/itm/186557922091","SLDR2LY110",,"SL110","dish rack","EXACT","0.38",,,"True",
"https://www.ebay.com.au/itm/186557922091","SLDR2LY110",,"SL110","kitchen dish drying rack","EXACT","0.55",,,"True",
"https://www.ebay.com.au/itm/186557922091","SLDR2LY110",,"SL110","dish drying rack over sink","EXACT","0.75",,,"True",
"https://www.ebay.com.au/itm/186557922091","SLDR2LY110",,"SL110","over sink dish drying rack","EXACT","0.56",,,"True",
"https://www.ebay.com.au/itm/186441058466","MKSSBMI101",,"MK101","smart digital scale","EXACT","1.2",,,"True",
"https://www.ebay.com.au/itm/186441058466","MKSSBMI101",,"MK101","body fat scale","EXACT","1.13",,,"True",
"https://www.ebay.com.au/itm/186441058466","MKSSBMI101",,"MK101","bathroom scale","EXACT","1.1",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","impact driver socket set","EXACT","0.31",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","1/2 socket adaptor","EXACT","0.61",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","impact driver bit set","EXACT","0.25",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","impact socket adapter","EXACT","0.45",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","socket adaptor","EXACT","0.65",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","1/4 inch socket set","EXACT","0.84",,,"True",
"https://www.ebay.com.au/itm/186430602097","TXSA13S254",,"TX254","impact driver socket adapter","EXACT","0.25",,,"True",
"https://www.ebay.com.au/itm/186400077011","TXIW12V230",,"TX230","electric impact wrench","EXACT","1.26",,,"True",
"https://www.ebay.com.au/itm/186400077011","TXIW12V230",,"TX230","3/8 mini impact wrench battery","EXACT","1.25",,,"True",
"https://www.ebay.com.au/itm/186400077011","TXIW12V230",,"TX230","12v impact wrench","EXACT","0.86",,,"True",
"https://www.ebay.com.au/itm/186400077011","TXIW12V230",,"TX230","impact wrench with socket","EXACT","1.25",,,"True",
"https://www.ebay.com.au/itm/186366192767","TXSC450600",,"TX600","spot cleaner","EXACT","1.35",,,"True",
"https://www.ebay.com.au/itm/185998613136","TXRH15W104",,"TX104","sds plus rotary hammer drill","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185998613136","TXRH15W104",,"TX104","hammer sds plus drill rotary","EXACT","0.29",,,"True",
"https://www.ebay.com.au/itm/185998613136","TXRH15W104",,"TX104","sds hammer chisel drill","EXACT","0.31",,,"True",
"https://www.ebay.com.au/itm/185998613136","TXRH15W104",,"TX104","heavy duty hammer drill","EXACT","0.39",,,"True",
"https://www.ebay.com.au/itm/185998613136","TXRH15W104",,"TX104","heavy duty sds drill","EXACT","0.2",,,"True",
"https://www.ebay.com.au/itm/185998613136","TXRH15W104",,"TX104","electric sds hammer drill","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185872310541","KYLB3N1032",,"KY032","leaf mulcher","EXACT","0.22",,,"True",
"https://www.ebay.com.au/itm/185872310541","KYLB3N1032",,"KY032","leaf vacuum","EXACT","0.62",,,"True",
"https://www.ebay.com.au/itm/185872310541","KYLB3N1032",,"KY032","blower vac","EXACT","0.25",,,"True",
"https://www.ebay.com.au/itm/185872310541","KYLB3N1032",,"KY032","leaf blower","EXACT","2.4",,,"True",
"https://www.ebay.com.au/itm/185872310541","KYLB3N1032",,"KY032","blower vac cordless","EXACT","0.7",,,"True",
"https://www.ebay.com.au/itm/185872310541","KYLB3N1032",,"KY032","electric blower vac","EXACT","0.69",,,"True",
"https://www.ebay.com.au/itm/185030409613","TLWP12V101",,"TL101","12volt water pump","EXACT","0.36",,,"True",
"https://www.ebay.com.au/itm/185030409613","TLWP12V101",,"TL101","12 volt water pumps","EXACT","1",,,"True",
"https://www.ebay.com.au/itm/185030409613","TLWP12V101",,"TL101","12v water pump self priming","EXACT","0.58",,,"True",
"https://www.ebay.com.au/itm/185030409613","TLWP12V101",,"TL101","12v. water pump","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/185026721472","TXCB20V121",,"TX121","mini leaf blower","EXACT","1.87",,,"True",
"https://www.ebay.com.au/itm/185725772967","MKSB700051",,"MK051","hand held electric mixer","PHRASE","0.57",,,"True",
"https://www.ebay.com.au/itm/185725772967","MKSB700051",,"MK051","electric mixer","PHRASE","0.61",,,"True",
"https://www.ebay.com.au/itm/185725772967","MKSB700051",,"MK051","stick blender","EXACT","0.75",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","car tyre puncture repair kit","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","car puncture repair kit","EXACT","0.4",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","tire repair kit","EXACT","0.34",,,"True",
"https://www.ebay.com.au/itm/185650769515","MSTR64P081",,"MS081","tyre puncture repair kit","EXACT","0.32",,,"True",
"https://www.ebay.com.au/itm/185030235159","KYOUC265CM014",," cover ky014 ky016","umbrella cover","EXACT","0.8",,,"True",
"https://www.ebay.com.au/itm/185030235159","KYOUC265CM014",," cover ky014 ky016","outdoor umbrella covers","EXACT","0.5",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","water pump 240v","EXACT","1.8",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","submersible pump 240v","EXACT","2.1",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","submersable pump","EXACT","1",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","dirty water pump","EXACT","1",,,"True",
"https://www.ebay.com.au/itm/185180081889","TXDP750W132",,"Water PumpTX131 TX132","submersible pump","EXACT","0.4",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","hand tool set","PHRASE","0.5",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool box set","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool box","EXACT","1.42",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool box kit","EXACT","0.4",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool box with tools","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/185433273112","FB10ABEH",,"Fire extinguisher","fire extinguisher","PHRASE","0.21",,,"True",
"https://www.ebay.com.au/itm/185433273112","FB10ABEH",,"Fire extinguisher","small fire extinguisher","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185433273112","FB10ABEH",,"Fire extinguisher","fire extinguisher","EXACT","0.85",,,"True",
"https://www.ebay.com.au/itm/185433279682","FB25ABE",,"Fire extinguisher","fire extinguisher","PHRASE","0.6",,,"True",
"https://www.ebay.com.au/itm/185433279682","FB25ABE",,"Fire extinguisher","2.5kg fire extinguisher","EXACT","0.2",,,"True",
"https://www.ebay.com.au/itm/185026736832","FB10ABE",,"Fire extinguisher","fire extinguisher","PHRASE","0.17",,,"True",
"https://www.ebay.com.au/itm/185026736832","FB10ABE",,"Fire extinguisher","car fire extinguisher","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185026736832","FB10ABE",,"Fire extinguisher","fire extinguisher car","EXACT","0.22",,,"True",
"https://www.ebay.com.au/itm/185026736832","FB10ABE",,"Fire extinguisher","fire extinguisher","EXACT","0.5",,,"True",
"https://www.ebay.com.au/itm/185374333818","TXCTD125M022",,"TX022","cutting wheels","PHRASE","0.88",,,"True",
"https://www.ebay.com.au/itm/185290548827","TXRNG110P082",,"TX082","nutsert kit","EXACT","1.15",,,"True",
"https://www.ebay.com.au/itm/185290548827","TXRNG110P082",,"TX082","nutsert tool","EXACT","1",,,"True",
"https://www.ebay.com.au/itm/185290548827","TXRNG110P082",,"TX082","rivet nut gun","EXACT","0.5",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","glass engraver","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","engraver tool","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","electric engraver","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","electric engraving pen","EXACT","0.63",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","engraver pen","EXACT","0.53",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","metal engraving tool","EXACT","0.3",,,"True",
"https://www.ebay.com.au/itm/185324376993","TXEE13W095",,"TX095","metal engraving","EXACT","0.4",,,"True",
"https://www.ebay.com.au/itm/185030235159","KYOUC265CM014",," cover ky014 ky016","cantilever umbrella cover","EXACT","0.5",,,"True",
"https://www.ebay.com.au/itm/185030235159","KYOUC265CM014",," cover ky014 ky016","market umbrella cover","EXACT","0.59",,,"True",
"https://www.ebay.com.au/itm/185030235159","KYOUC265CM014",," cover ky014 ky016","pool umbrella cover","EXACT","0.5",,,"True",
"https://www.ebay.com.au/itm/185294655112","KYCC077CM016",," cover ky014 ky016","patio chair cover","EXACT","0.35",,,"True",
"https://www.ebay.com.au/itm/185294655112","KYCC077CM016",," cover ky014 ky016","waterproof outdoor furniture cover","EXACT","0.51",,,"True",
"https://www.ebay.com.au/itm/185294655112","KYCC077CM016",," cover ky014 ky016","outdoor furniture cover","EXACT","0.6",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool set kit","EXACT","0.4",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool set box","EXACT","0.25",,,"True",
"https://www.ebay.com.au/itm/185556494563","MSHT1180P044",,"ms044","tool kit","EXACT","0.75",,,"True",
"https://www.ebay.com.au/itm/185285029575","RED10ABE&FB10X10",,"Fire extinguisher","fire extinguisher","PHRASE","0.18",,,"True",
"https://www.ebay.com.au/itm/185285029575","RED10ABE&FB10X10",,"Fire extinguisher","fire blanket","PHRASE","0.17",,,"True",
"https://www.ebay.com.au/itm/185285029575","RED10ABE&FB10X10",,"Fire extinguisher","car fire extinguisher","EXACT","0.34",,,"True",
"https://www.ebay.com.au/itm/185285029575","RED10ABE&FB10X10",,"Fire extinguisher","fire extinguisher car","EXACT","1.2",,,"True",
"https://www.ebay.com.au/itm/185285029575","RED10ABE&FB10X10",,"Fire extinguisher","fire blanket","EXACT","0.7",,,"True",
"https://www.ebay.com.au/itm/185285029575","RED10ABE&FB10X10",,"Fire extinguisher","fire extinguisher","EXACT","0.88",,,"True",
"https://www.ebay.com.au/itm/185051227954","RED10ABE&FANCP30&FB10X10",,"Fire extinguisher","fire blanket","PHRASE","0.35",,,"True",
"https://www.ebay.com.au/itm/185051227954","RED10ABE&FANCP30&FB10X10",,"Fire extinguisher","fire extinguisher","PHRASE","0.4",,,"True",
"https://www.ebay.com.au/itm/185051227954","RED10ABE&FANCP30&FB10X10",,"Fire extinguisher","first aid kit","PHRASE","0.72",,,"True",
"https://www.ebay.com.au/itm/185026756307","RED10ABE",,"Fire extinguisher","fire extinguisher","PHRASE","0.6",,,"True",
